区间,segment,来源run_id,绝对里程(km),区间里程(km),区间时间(s),速度(km/h),历史真实区间累计能耗(kWh),Simu物理机械区间累计能耗(kWh),历史真实累计能耗(kWh),Simu物理机械累计能耗(kWh)
布政-张家潭,61,3332,0.0,0.0,0.0,0.0,0.0007708333333333333,0.0,0.0007708333333333333,0.0
布政-张家潭,61,3332,0.0,0.0,0.05,0.0,0.0015416666666666667,0.0,0.0015416666666666667,0.0
布政-张家潭,61,3332,0.0,0.0,0.1,0.0,0.0023125,0.0,0.0023125,0.0
布政-张家潭,61,3332,0.0,0.0,0.15,0.0,0.0030833333333333333,0.0,0.0030833333333333333,0.0
布政-张家潭,61,3332,0.0,0.0,0.2,0.0,0.003729166666666667,0.0,0.003729166666666667,0.0
布政-张家潭,61,3332,0.0,0.0,0.25,0.0,0.004395833333333334,0.0,0.004395833333333334,0.0
布政-张家潭,61,3332,0.0,0.0,0.3,0.0,0.005062500000000001,0.0,0.005062500000000001,0.0
布政-张家潭,61,3332,0.0,0.0,0.35,0.0,0.005729166666666668,0.0,0.005729166666666668,0.0
布政-张家潭,61,3332,0.0,0.0,0.4,0.0,0.0064709426666666675,0.0,0.0064709426666666675,0.0
布政-张家潭,61,3332,0.0,0.0,0.45,0.0,0.007259079666666667,0.0,0.007259079666666667,0.0
布政-张家潭,61,3332,0.0,0.0,0.5,0.0,0.007653148166666668,0.0,0.007653148166666668,0.0
布政-张家潭,61,3332,0.0,0.0,0.55,0.0,0.008047216666666667,0.0,0.008047216666666667,0.0
布政-张家潭,61,3332,0.0,0.0,0.6,0.0,0.008441285166666666,0.0,0.008441285166666666,0.0
布政-张家潭,61,3332,0.0,0.0,0.65,0.0,0.008835353666666667,0.0,0.008835353666666667,0.0
布政-张家潭,61,3332,0.0,0.0,0.7,0.0,0.009229422166666666,0.0,0.009229422166666666,0.0
布政-张家潭,61,3332,0.0,0.0,0.75,0.0,0.009345324666666667,0.0,0.009345324666666667,0.0
布政-张家潭,61,3332,0.0,0.0,0.8,0.0,0.009461227166666667,0.0,0.009461227166666667,0.0
布政-张家潭,61,3332,0.0,0.0,0.85,0.0,0.009577129666666668,0.0,0.009577129666666668,0.0
布政-张家潭,61,3332,0.0,0.0,0.9,0.0,0.009692962236111113,0.0,0.009692962236111113,0.0
布政-张家潭,61,3332,0.0,0.0,0.95,0.0,0.009808794805555557,0.0,0.009808794805555557,0.0
布政-张家潭,61,3332,0.0,0.0,1.0,0.0,0.009808794805555557,0.0,0.009808794805555557,0.0
