区间,segment,来源run_id,绝对里程(km),区间里程(km),区间时间(s),速度(km/h),历史真实区间累计能耗(kWh),Simu物理机械区间累计能耗(kWh),历史真实累计能耗(kWh),Simu物理机械累计能耗(kWh)
布政-张家潭,2,111,0.0,0.0,0.0,0.0,0.0008333333333333334,0.0,0.0008333333333333334,0.0
布政-张家潭,2,111,0.0,0.0,0.05,0.0,0.0016666666666666668,0.0,0.0016666666666666668,0.0
布政-张家潭,2,111,0.0,0.0,0.1,0.0,0.0025,0.0,0.0025,0.0
布政-张家潭,2,111,0.0,0.0,0.15,0.0,0.0033333333333333335,0.0,0.0033333333333333335,0.0
布政-张家潭,2,111,0.0,0.0,0.2,0.0,0.004166666666666667,0.0,0.004166666666666667,0.0
布政-张家潭,2,111,0.0,0.0,0.25,0.0,0.004416666666666667,0.0,0.004416666666666667,0.0
布政-张家潭,2,111,0.0,0.0,0.3,0.0,0.004695168416666667,0.0,0.004695168416666667,0.0
布政-张家潭,2,111,0.0,0.0,0.35,0.0,0.004973670166666668,0.0,0.004973670166666668,0.0
布政-张家潭,2,111,0.0,0.0,0.4,0.0,0.005252171916666668,0.0,0.005252171916666668,0.0
布政-张家潭,2,111,0.0,0.0,0.45,0.0,0.005530673666666668,0.0,0.005530673666666668,0.0
布政-张家潭,2,111,0.0,0.0,0.5,0.0,0.005785966937500001,0.0,0.005785966937500001,0.0
布政-张家潭,2,111,0.0,0.0,0.55,0.0,0.005785966937500001,0.0,0.005785966937500001,0.0
布政-张家潭,2,111,0.0,0.0,0.6,0.0,0.005785966937500001,0.0,0.005785966937500001,0.0
布政-张家潭,2,111,0.0,0.0,0.65,0.0,0.005785966937500001,0.0,0.005785966937500001,0.0
布政-张家潭,2,111,0.0,0.0,0.7,0.0,0.005785966937500001,0.0,0.005785966937500001,0.0
布政-张家潭,2,111,0.0,0.0,0.75,0.0,0.005785966937500001,0.0,0.005785966937500001,0.0
布政-张家潭,2,111,0.0,0.0,0.8,0.0,0.005855716979166668,0.0,0.005855716979166668,0.0
布政-张家潭,2,111,0.0,0.0,0.85,0.0,0.005925467020833334,0.0,0.005925467020833334,0.0
布政-张家潭,2,111,0.0,0.0,0.9,0.0,0.005995217062500001,0.0,0.005995217062500001,0.0
布政-张家潭,2,111,0.0,0.0,0.95,0.0,0.006064967104166668,0.0,0.006064967104166668,0.0
布政-张家潭,2,111,0.0,0.0,1.0,0.0,0.006064967104166668,0.0,0.006064967104166668,0.0
布政-张家潭,2,111,0.0,0.0,1.05,0.0,0.006181217173611113,0.0,0.006181217173611113,0.0
布政-张家潭,2,111,0.0,0.0,1.1,0.0,0.006297467243055557,0.0,0.006297467243055557,0.0
布政-张家潭,2,111,0.0,0.0,1.15,0.0,0.006413717312500002,0.0,0.006413717312500002,0.0
布政-张家潭,2,111,0.0,0.0,1.2,0.0,0.006529967381944447,0.0,0.006529967381944447,0.0
布政-张家潭,2,111,0.0,0.0,1.25,0.0,0.00687871759027778,0.0,0.00687871759027778,0.0
布政-张家潭,2,111,0.0,0.0,1.3,0.0,0.007041467687500002,0.0,0.007041467687500002,0.0
布政-张家潭,2,111,0.0,0.0,1.35,0.0,0.0072042177847222244,0.0,0.0072042177847222244,0.0
布政-张家潭,2,111,0.0,0.0,1.4,0.0,0.0073669678819444475,0.0,0.0073669678819444475,0.0
布政-张家潭,2,111,0.0,0.0,1.45,0.0,0.00752971797916667,0.0,0.00752971797916667,0.0
布政-张家潭,2,111,0.0,0.0,1.5,0.0,0.007692468076388892,0.0,0.007692468076388892,0.0
布政-张家潭,2,111,0.0,0.0,1.55,0.0,0.008017968270833335,0.0,0.008017968270833335,0.0
布政-张家潭,2,111,0.0,0.0,1.6,0.0,0.00834346846527778,0.0,0.00834346846527778,0.0
布政-张家潭,2,111,0.0,0.0,1.65,0.0,0.008668968659722226,0.0,0.008668968659722226,0.0
布政-张家潭,2,111,0.0,0.0,1.7,0.0,0.00899446885416667,0.0,0.00899446885416667,0.0
布政-张家潭,2,111,0.0,0.0,1.75,0.0,0.009319969048611114,0.0,0.009319969048611114,0.0
布政-张家潭,2,111,0.0,0.0,1.8,0.0,0.009529093361111114,0.0,0.009529093361111114,0.0
布政-张家潭,2,111,0.0,0.0,1.85,0.0,0.009738217673611113,0.0,0.009738217673611113,0.0
布政-张家潭,2,111,0.0,0.0,1.9,0.0,0.009947341986111115,0.0,0.009947341986111115,0.0
布政-张家潭,2,111,0.0,0.0,1.95,0.0,0.010156466298611114,0.0,0.010156466298611114,0.0
布政-张家潭,2,111,0.0,0.0,2.0,0.0,0.010365590611111114,0.0,0.010365590611111114,0.0
布政-张家潭,2,111,0.0,0.0,2.05,0.0,0.010597950958333336,0.0,0.010597950958333336,0.0
布政-张家潭,2,111,0.0,0.0,2.1,0.0,0.010969727513888894,0.0,0.010969727513888894,0.0
布政-张家潭,2,111,0.0,0.0,2.15,0.0,0.011341504069444449,0.0,0.011341504069444449,0.0
布政-张家潭,2,111,0.0,0.0,2.2,0.0,0.011713280625000004,0.0,0.011713280625000004,0.0
布政-张家潭,2,111,0.0,0.0,2.25,0.0,0.01208505718055556,0.0,0.01208505718055556,0.0
布政-张家潭,2,111,0.0,0.0,2.3,0.0,0.01250355743055556,0.0,0.01250355743055556,0.0
布政-张家潭,2,111,0.0,0.0,2.35,0.0,0.013294057902777781,0.0,0.013294057902777781,0.0
布政-张家潭,2,111,0.0,0.0,2.4,0.0,0.014084558375000004,0.0,0.014084558375000004,0.0
布政-张家潭,2,111,0.0,0.0,2.45,0.0,0.014875058847222226,0.0,0.014875058847222226,0.0
布政-张家潭,2,111,0.0,0.0,2.5,0.0,0.01566555931944445,0.0,0.01566555931944445,0.0
布政-张家潭,2,111,0.0,0.0,2.55,0.0,0.016339809722222223,0.0,0.016339809722222223,0.0
布政-张家潭,2,111,2.916666666666666e-06,2.916666666666666e-06,2.6,0.21,0.01713031019444445,1.2461626732841924e-05,0.01713031019444445,1.2461626732841924e-05
布政-张家潭,2,111,5.833333333333333e-06,5.833333333333333e-06,2.65,0.21,0.017920810666666672,3.122753655512497e-05,0.017920810666666672,3.122753655512497e-05
