区间,segment,来源run_id,绝对里程(km),区间里程(km),区间时间(s),速度(km/h),历史真实区间累计能耗(kWh),Simu物理机械区间累计能耗(kWh),历史真实累计能耗(kWh),Simu物理机械累计能耗(kWh)
布政-张家潭,4,220,0.0,0.0,0.0,0.0,0.00025,0.0,0.00025,0.0
布政-张家潭,4,220,0.0,0.0,0.05,0.0,0.0005,0.0,0.0005,0.0
布政-张家潭,4,220,0.0,0.0,0.1,0.0,0.00075,0.0,0.00075,0.0
布政-张家潭,4,220,0.0,0.0,0.15,0.0,0.0009791666666666666,0.0,0.0009791666666666666,0.0
布政-张家潭,4,220,0.0,0.0,0.2,0.0,0.0010625,0.0,0.0010625,0.0
布政-张家潭,4,220,0.0,0.0,0.25,0.0,0.0011458333333333333,0.0,0.0011458333333333333,0.0
布政-张家潭,4,220,0.0,0.0,0.3,0.0,0.0012291666666666666,0.0,0.0012291666666666666,0.0
布政-张家潭,4,220,0.0,0.0,0.35,0.0,0.0013124999999999999,0.0,0.0013124999999999999,0.0
布政-张家潭,4,220,0.0,0.0,0.4,0.0,0.0013958333333333331,0.0,0.0013958333333333331,0.0
布政-张家潭,4,220,0.0,0.0,0.45,0.0,0.0013958333333333331,0.0,0.0013958333333333331,0.0
布政-张家潭,4,220,0.0,0.0,0.5,0.0,0.0013958333333333331,0.0,0.0013958333333333331,0.0
布政-张家潭,4,220,0.0,0.0,0.55,0.0,0.0013958333333333331,0.0,0.0013958333333333331,0.0
布政-张家潭,4,220,0.0,0.0,0.6,0.0,0.0013958333333333331,0.0,0.0013958333333333331,0.0
布政-张家潭,4,220,0.0,0.0,0.65,0.0,0.0013958333333333331,0.0,0.0013958333333333331,0.0
布政-张家潭,4,220,0.0,0.0,0.7,0.0,0.001814081833333333,0.0,0.001814081833333333,0.0
布政-张家潭,4,220,0.0,0.0,0.75,0.0,0.002232330333333333,0.0,0.002232330333333333,0.0
布政-张家潭,4,220,0.0,0.0,0.8,0.0,0.002650578833333333,0.0,0.002650578833333333,0.0
布政-张家潭,4,220,0.0,0.0,0.85,0.0,0.0030688273333333333,0.0,0.0030688273333333333,0.0
布政-张家潭,4,220,0.0,0.0,0.9,0.0,0.003487075833333333,0.0,0.003487075833333333,0.0
布政-张家潭,4,220,0.0,0.0,0.95,0.0,0.0035568462291666663,0.0,0.0035568462291666663,0.0
布政-张家潭,4,220,0.0,0.0,1.0,0.0,0.0036266166249999997,0.0,0.0036266166249999997,0.0
布政-张家潭,4,220,0.0,0.0,1.05,0.0,0.003696387020833333,0.0,0.003696387020833333,0.0
布政-张家潭,4,220,0.0,0.0,1.1,0.0,0.0037661574166666665,0.0,0.0037661574166666665,0.0
布政-张家潭,4,220,0.0,0.0,1.15,0.0,0.0038359278124999994,0.0,0.0038359278124999994,0.0
布政-张家潭,4,220,0.0,0.0,1.2,0.0,0.003998725402777777,0.0,0.003998725402777777,0.0
布政-张家潭,4,220,0.0,0.0,1.25,0.0,0.004254550187499999,0.0,0.004254550187499999,0.0
布政-张家潭,4,220,0.0,0.0,1.3,0.0,0.004510374972222221,0.0,0.004510374972222221,0.0
布政-张家潭,4,220,0.0,0.0,1.35,0.0,0.004766199756944443,0.0,0.004766199756944443,0.0
布政-张家潭,4,220,0.0,0.0,1.4,0.0,0.0050220245416666654,0.0,0.0050220245416666654,0.0
