区间,segment,来源run_id,绝对里程(km),区间里程(km),区间时间(s),速度(km/h),历史真实区间累计能耗(kWh),Simu物理机械区间累计能耗(kWh),历史真实累计能耗(kWh),Simu物理机械累计能耗(kWh)
布政-张家潭,9,494,0.0,0.0,0.0,0.0,0.00016666666666666666,0.0,0.00016666666666666666,0.0
布政-张家潭,9,494,0.0,0.0,0.05,0.0,0.0003333333333333333,0.0,0.0003333333333333333,0.0
布政-张家潭,9,494,0.0,0.0,0.1,0.0,0.0005,0.0,0.0005,0.0
布政-张家潭,9,494,0.0,0.0,0.15,0.0,0.0006666666666666666,0.0,0.0006666666666666666,0.0
布政-张家潭,9,494,0.0,0.0,0.2,0.0,0.000875,0.0,0.000875,0.0
布政-张家潭,9,494,0.0,0.0,0.25,0.0,0.0015208333333333335,0.0,0.0015208333333333335,0.0
布政-张家潭,9,494,0.0,0.0,0.3,0.0,0.002166666666666667,0.0,0.002166666666666667,0.0
布政-张家潭,9,494,0.0,0.0,0.35,0.0,0.0028125000000000003,0.0,0.0028125000000000003,0.0
布政-张家潭,9,494,0.0,0.0,0.4,0.0,0.0035276527777777784,0.0,0.0035276527777777784,0.0
布政-张家潭,9,494,0.0,0.0,0.45,0.0,0.004242805555555556,0.0,0.004242805555555556,0.0
布政-张家潭,9,494,0.0,0.0,0.5,0.0,0.0044042916666666675,0.0,0.0044042916666666675,0.0
布政-张家潭,9,494,0.0,0.0,0.55,0.0,0.004565777777777779,0.0,0.004565777777777779,0.0
布政-张家潭,9,494,0.0,0.0,0.6,0.0,0.00472726388888889,0.0,0.00472726388888889,0.0
布政-张家潭,9,494,0.0,0.0,0.65,0.0,0.004888750000000002,0.0,0.004888750000000002,0.0
布政-张家潭,9,494,0.0,0.0,0.7,0.0,0.005050236111111113,0.0,0.005050236111111113,0.0
布政-张家潭,9,494,0.0,0.0,0.75,0.0,0.005119444444444446,0.0,0.005119444444444446,0.0
布政-张家潭,9,494,0.0,0.0,0.8,0.0,0.005188652777777779,0.0,0.005188652777777779,0.0
布政-张家潭,9,494,0.0,0.0,0.85,0.0,0.0052578611111111125,0.0,0.0052578611111111125,0.0
布政-张家潭,9,494,0.0,0.0,0.9,0.0,0.005327381006944446,0.0,0.005327381006944446,0.0
布政-张家潭,9,494,0.0,0.0,0.95,0.0,0.005396900902777779,0.0,0.005396900902777779,0.0
布政-张家潭,9,494,0.0,0.0,1.0,0.0,0.0054432475000000015,0.0,0.0054432475000000015,0.0
布政-张家潭,9,494,0.0,0.0,1.05,0.0,0.005582287291666668,0.0,0.005582287291666668,0.0
布政-张家潭,9,494,0.0,0.0,1.1,0.0,0.005721327083333335,0.0,0.005721327083333335,0.0
布政-张家潭,9,494,0.0,0.0,1.15,0.0,0.005860366875000002,0.0,0.005860366875000002,0.0
布政-张家潭,9,494,0.0,0.0,1.2,0.0,0.005999406666666669,0.0,0.005999406666666669,0.0
布政-张家潭,9,494,0.0,0.0,1.25,0.0,0.006254312951388891,0.0,0.006254312951388891,0.0
布政-张家潭,9,494,0.0,0.0,1.3,0.0,0.0066946056250000024,0.0,0.0066946056250000024,0.0
布政-张家潭,9,494,0.0,0.0,1.35,0.0,0.007134898298611113,0.0,0.007134898298611113,0.0
布政-张家潭,9,494,0.0,0.0,1.4,0.0,0.0075757224444444465,0.0,0.0075757224444444465,0.0
布政-张家潭,9,494,0.0,0.0,1.45,0.0,0.008016546590277781,0.0,0.008016546590277781,0.0
布政-张家潭,9,494,0.0,0.0,1.5,0.0,0.008526974548611113,0.0,0.008526974548611113,0.0
布政-张家潭,9,494,0.0,0.0,1.55,0.0,0.008689383444444447,0.0,0.008689383444444447,0.0
布政-张家潭,9,494,0.0,0.0,1.6,0.0,0.00885179234027778,0.0,0.00885179234027778,0.0
布政-张家潭,9,494,0.0,0.0,1.65,0.0,0.009014201236111114,0.0,0.009014201236111114,0.0
