站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
泗港-曹隘,class4,137.0,28.0,31.0,-3.0,134.7,22926.77,23679.39,23511.75,历史原始实测能耗,752.62,real,class4,class4,82,82,strong,energy_first,215.64,UP012_20240702_141702_R603,11.0,615.0
曹隘-柳隘,class4,113.0,26.0,29.0,-3.0,106.65,15929.87,20893.22,20680.8,历史原始实测能耗,4963.35,real,class4,class4,1,1,weak,energy_first,215.44,UP012_20240702_141702_R603,11.0,616.0
柳隘-海晏北路,class4,96.0,41.0,44.0,-3.0,90.3,10234.56,14567.07,14554.41,历史原始实测能耗,4332.51,extrapolated_adjacent,class3,class3,0,35,generated,energy_first,215.34,UP012_20240702_141702_R603,11.0,617.0
海晏北路-民安东路,class4,89.0,27.0,30.0,-3.0,83.8,12381.18,15742.86,15519.16,历史原始实测能耗,3361.68,extrapolated_adjacent,class3,class3,0,41,generated,energy_first,216.72,UP012_20240702_141702_R603,11.0,618.0
民安东路-会展中心,class4,83.0,27.0,30.0,-3.0,76.65,6889.89,12947.32,12913.89,历史原始实测能耗,6057.43,extrapolated_adjacent,class3,class3,0,8,generated,energy_first,216.52,UP012_20240702_141702_R603,11.0,619.0
会展中心-院士路,class4,121.0,26.0,29.0,-3.0,114.35,13311.62,14921.66,14726.63,历史原始实测能耗,1610.04,extrapolated_adjacent,class3,class3,0,104,generated,energy_first,216.32,UP012_20240702_141702_R603,11.0,620.0
院士路-盎孟港,class4,96.0,27.08,30.0,-2.92,90.7,14076.88,19839.46,19763.01,历史原始实测能耗,5762.58,extrapolated_adjacent,class3,class3,0,99,generated,energy_first,216.44,UP012_20240702_141702_R603,11.0,621.0
盎孟港-三官堂,class2,132.0,32.0,35.0,-3.0,137.5,17648.81,16559.61,16249.08,历史原始实测能耗,-1089.2,real,class2,class2,52,52,strong,energy_first,216.44,UP012_20240702_141702_R603,11.0,622.0
三官堂-兴庄路,class3,104.0,28.08,31.0,-2.92,104.05,10525.36,10432.47,10279.45,历史原始实测能耗,-92.89,real,class3,class3,58,58,strong,energy_first,216.14,UP012_20240702_141702_R603,11.0,623.0
兴庄路-兴海南路,class4,96.0,27.17,30.0,-2.83,91.4,9478.56,12238.06,12122.25,历史原始实测能耗,2759.5,extrapolated_adjacent,class3,class3,0,72,generated,energy_first,215.54,UP012_20240702_141702_R603,11.0,624.0
兴海南路-梅堰,class4,86.0,32.0,35.0,-3.0,82.0,9599.35,13140.81,13045.14,历史原始实测能耗,3541.46,extrapolated_adjacent,class3,class3,0,73,generated,energy_first,215.54,UP012_20240702_141702_R603,11.0,625.0
梅堰-永茂路,class4,329.0,24.46,27.0,-2.54,329.25,26433.13,26139.14,26339.12,历史原始实测能耗,-293.99,real,class4,class4,26,26,strong,energy_first,215.54,UP012_20240702_141702_R603,7.0,626.0
永茂路-镇海大道,class2,141.0,25.36,28.0,-2.64,142.35,17129.64,17949.13,17534.85,历史原始实测能耗,819.49,real,class2,class2,59,59,strong,energy_first,215.44,UP012_20240702_141702_R603,11.0,627.0
镇海大道-骆驼桥,class4,128.0,0.0,0.0,0.0,116.45,17274.17,20165.48,19886.09,历史原始实测能耗,2891.31,real,class4,class4,1,1,weak,energy_first,215.34,UP012_20240702_141702_R603,11.0,628.0
--- 总计 ---,节能率: 11.92%,3097.0,710.15,784.0,-73.85,3807.1499999999996,360164.09,408890.5,403709.0,历史原始实测能耗,48726.41,,,,,,,energy_first,,,,
