区间,segment,来源run_id,绝对里程(km),区间里程(km),区间时间(s),速度(km/h),历史真实区间累计能耗(kWh),Simu物理机械区间累计能耗(kWh),历史真实累计能耗(kWh),Simu物理机械累计能耗(kWh)
布政-张家潭,7,382,0.0,0.0,0.0,0.0,0.00014583333333333335,0.0,0.00014583333333333335,0.0
布政-张家潭,7,382,0.0,0.0,0.05,0.0,0.0002291666666666667,0.0,0.0002291666666666667,0.0
布政-张家潭,7,382,0.0,0.0,0.1,0.0,0.0003125,0.0,0.0003125,0.0
布政-张家潭,7,382,0.0,0.0,0.15,0.0,0.0003958333333333333,0.0,0.0003958333333333333,0.0
布政-张家潭,7,382,0.0,0.0,0.2,0.0,0.00047916666666666664,0.0,0.00047916666666666664,0.0
布政-张家潭,7,382,0.0,0.0,0.25,0.0,0.000548896375,0.0,0.000548896375,0.0
布政-张家潭,7,382,0.0,0.0,0.3,0.0,0.0007348422638888889,0.0,0.0007348422638888889,0.0
布政-张家潭,7,382,0.0,0.0,0.35,0.0,0.0009207881527777779,0.0,0.0009207881527777779,0.0
布政-张家潭,7,382,0.0,0.0,0.4,0.0,0.001106734041666667,0.0,0.001106734041666667,0.0
布政-张家潭,7,382,0.0,0.0,0.45,0.0,0.001292679930555556,0.0,0.001292679930555556,0.0
布政-张家潭,7,382,0.0,0.0,0.5,0.0,0.001478625819444445,0.0,0.001478625819444445,0.0
布政-张家潭,7,382,0.0,0.0,0.55,0.0,0.0017575446527777782,0.0,0.0017575446527777782,0.0
布政-张家潭,7,382,0.0,0.0,0.6,0.0,0.0020364634861111115,0.0,0.0020364634861111115,0.0
布政-张家潭,7,382,0.0,0.0,0.65,0.0,0.0023153823194444452,0.0,0.0023153823194444452,0.0
布政-张家潭,7,382,0.0,0.0,0.7,0.0,0.0025943011527777785,0.0,0.0025943011527777785,0.0
布政-张家潭,7,382,0.0,0.0,0.75,0.0,0.0028738863194444453,0.0,0.0028738863194444453,0.0
布政-张家潭,7,382,0.0,0.0,0.8,0.0,0.0030602764305555567,0.0,0.0030602764305555567,0.0
布政-张家潭,7,382,0.0,0.0,0.85,0.0,0.0032466665416666677,0.0,0.0032466665416666677,0.0
布政-张家潭,7,382,0.0,0.0,0.9,0.0,0.003433056652777779,0.0,0.003433056652777779,0.0
布政-张家潭,7,382,0.0,0.0,0.95,0.0,0.00361944676388889,0.0,0.00361944676388889,0.0
布政-张家潭,7,382,0.0,0.0,1.0,0.0,0.0038058368750000016,0.0,0.0038058368750000016,0.0
